Time,Symbol,Funding Interval,Funding Rate
2022-11-27 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-26 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-26 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0083%
2022-11-26 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0026%
2022-11-25 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-25 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-25 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-24 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-24 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-24 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-23 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-23 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-23 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-22 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-22 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-22 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-21 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-21 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-21 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-20 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-20 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-20 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-19 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-19 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-19 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-18 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-18 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-18 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-17 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-17 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-17 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-16 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-16 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-16 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-15 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-15 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-15 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-14 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-14 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-14 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-13 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-13 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-13 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-12 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-12 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-12 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0052%
2022-11-11 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0189%
2022-11-11 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0512%
2022-11-11 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0454%
2022-11-10 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0300%
2022-11-10 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-10 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0347%
2022-11-09 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0141%
2022-11-09 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0051%
2022-11-09 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0080%
2022-11-08 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-08 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-08 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0008%
2022-11-07 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-07 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-07 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-06 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-06 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-06 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0055%
2022-11-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0058%
2022-11-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0073%
2022-11-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0269%
2022-11-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0014%
2022-11-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-31 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-31 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-31 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0124%
2022-10-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0252%
2022-10-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0282%
2022-10-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0013%
2022-10-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0081%
2022-10-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0056%
2022-10-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0069%
2022-10-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0128%
2022-10-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0518%
2022-10-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0471%
2022-10-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0081%
2022-10-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0074%
2022-10-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0157%
2022-10-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0397%
2022-10-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0425%
2022-10-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0396%
2022-10-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0116%
2022-10-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0218%
2022-10-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0017%
2022-10-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0358%
2022-10-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0044%
2022-10-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0064%
2022-10-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0428%
2022-10-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0499%
2022-10-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0029%
2022-10-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0483%
2022-10-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0222%
2022-10-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0026%
2022-10-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0363%
2022-10-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0177%
2022-10-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0494%
2022-10-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0117%
2022-10-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0226%
2022-10-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0106%
2022-10-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0400%
2022-10-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0210%
2022-10-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0118%
2022-10-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0007%
2022-10-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0004%
2022-10-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-10-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0373%
2022-10-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0369%
2022-09-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0046%
2022-09-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0245%
2022-09-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0075%
2022-09-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0000%
2022-09-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0508%
2022-09-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0359%
2022-09-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0226%
2022-09-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0001%
2022-09-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0073%
2022-09-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0122%
2022-09-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0427%
2022-09-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0643%
2022-09-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0367%
2022-09-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0595%
2022-09-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0036%
2022-09-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0280%
2022-09-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0289%
2022-09-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0195%
2022-09-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0113%
2022-09-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0136%
2022-09-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0234%
2022-09-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0203%
2022-09-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0037%
2022-09-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0123%
2022-09-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0404%
2022-09-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0162%
2022-09-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0436%
2022-09-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0210%
2022-09-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0160%
2022-09-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0179%
2022-09-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1971%
2022-09-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.3009%
2022-09-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.2309%
2022-09-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.2441%
2022-09-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1059%
2022-09-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0407%
2022-09-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0449%
2022-09-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0179%
2022-09-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0006%
2022-09-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0038%
2022-09-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0321%
2022-09-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0286%
2022-09-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0019%
2022-09-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0115%
2022-09-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0198%
2022-09-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0096%
2022-09-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0185%
2022-09-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0145%
2022-09-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0047%
2022-09-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0050%
2022-09-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0185%
2022-09-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0319%
2022-09-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0125%
2022-09-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0011%
2022-09-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0034%
2022-09-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0150%
2022-09-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0040%
2022-09-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0059%
2022-09-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0013%
2022-09-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0032%
2022-09-04 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0094%
2022-09-03 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-03 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-03 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-02 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-02 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-02 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-09-01 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0088%
2022-09-01 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0002%
2022-09-01 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0028%
2022-08-31 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0108%
2022-08-31 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-31 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0036%
2022-08-30 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0030%
2022-08-30 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0278%
2022-08-30 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0322%
2022-08-29 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0375%
2022-08-29 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0357%
2022-08-29 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0256%
2022-08-28 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-28 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0066%
2022-08-28 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0119%
2022-08-27 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0257%
2022-08-27 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0276%
2022-08-27 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0355%
2022-08-26 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0014%
2022-08-26 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0097%
2022-08-26 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0042%
2022-08-25 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-25 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-25 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-24 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-24 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-24 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-23 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-23 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0777%
2022-08-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1036%
2022-08-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0714%
2022-08-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0831%
2022-08-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0895%
2022-08-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0767%
2022-08-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0540%
2022-08-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0215%
2022-08-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0049%
2022-08-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0033%
2022-08-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0583%
2022-08-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0556%
2022-08-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0292%
2022-08-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0202%
2022-08-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0532%
2022-08-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0862%
2022-08-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1063%
2022-08-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0886%
2022-08-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0962%
2022-08-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0838%
2022-08-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0890%
2022-08-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0295%
2022-08-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1103%
2022-08-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-11 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-11 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-11 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-10 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-10 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0459%
2022-08-10 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1068%
2022-08-09 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0763%
2022-08-09 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1063%
2022-08-09 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-08-08 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0441%
2022-08-08 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0042%
2022-08-08 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0341%
2022-08-07 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0237%
2022-08-07 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0366%
2022-08-07 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0351%
2022-08-06 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0476%
2022-08-06 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0631%
2022-08-06 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0526%
2022-08-05 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0813%
2022-08-05 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0907%
2022-08-05 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1032%
2022-08-04 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1155%
2022-08-04 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.1602%
